customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_band,charge_band,num_services,lifetime_value,churn_label
1099-BTKWT,Female,0,1,0,68,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,54.4,3723.65,0,61–72 mo,Medium,4,3699.2,Retained
5299-SJCZT,Male,0,0,0,3,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.55,298.35,1,0–12 mo,Premium,3,304.65,Churned
2018-PZKMU,Male,0,1,1,9,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,103.1,970.45,0,0–12 mo,Premium,4,927.9,Retained
7340-KEFQE,Female,0,1,1,51,0,0,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),34.2,1782.0,0,49–60 mo,Low,2,1744.2,Retained
4570-QHXHL,Female,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,43.75,405.7,0,0–12 mo,Medium,0,393.75,Retained
2403-BCASL,Male,1,1,1,41,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,111.95,4534.9,1,37–48 mo,Premium,5,4589.95,Churned
7392-YYPYJ,Male,0,0,0,22,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.65,2415.95,0,13–24 mo,Premium,3,2214.3,Retained
2898-LSJGD,Female,0,1,1,21,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,55.95,1157.05,1,13–24 mo,Medium,4,1174.95,Churned
2223-GDSHL,Male,0,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,8297.5,0,61–72 mo,Premium,6,8239.55,Retained
7359-PTSXY,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.75,45.75,1,0–12 mo,Medium,0,45.75,Churned
9470-RTWDV,Male,0,1,1,26,1,1,DSL,0,0,1,1,1,1,One year,1,Credit card (automatic),82.0,2083.1,0,25–36 mo,High,4,2132.0,Retained
2176-OSJUV,Male,0,1,0,71,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),65.15,4681.75,0,61–72 mo,High,3,4625.650000000001,Retained
9348-YVOMK,Male,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.8,176.2,0,0–12 mo,Medium,0,179.2,Retained
8104-OSKWT,Female,0,0,0,12,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.8,1001.2,0,0–12 mo,High,1,957.5999999999999,Retained
4521-YEEHE,Female,0,1,0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.85,1594.75,0,13–24 mo,High,2,1599.3,Retained
4090-KPJIP,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,212.4,0,0–12 mo,High,0,224.85000000000002,Retained
3786-WOVKF,Female,1,1,0,72,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Bank transfer (automatic),106.85,7677.4,0,61–72 mo,Premium,4,7693.2,Retained
4503-BDXBD,Male,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,815.5,1,0–12 mo,High,1,824.45,Churned
6086-ESGRL,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),80.15,80.15,1,0–12 mo,High,1,80.15,Churned
2592-HODOV,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,259.65,0,13–24 mo,Low,0,250.9,Retained
3886-CERTZ,Female,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.25,8109.8,1,61–72 mo,Premium,5,7866.0,Churned
7995-ZHHNZ,Male,0,1,0,42,1,1,DSL,1,0,0,0,0,0,One year,0,Credit card (automatic),56.1,2386.85,0,37–48 mo,Medium,1,2356.2000000000003,Retained
3824-RHKVR,Female,0,0,0,17,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.7,340.35,0,13–24 mo,Low,0,334.9,Retained
5816-SCGFC,Female,1,0,0,7,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.3,419.35,0,0–12 mo,Medium,1,359.09999999999997,Retained
5989-AXPUC,Female,0,1,0,68,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Mailed check,118.6,7990.05,0,61–72 mo,Premium,6,8064.799999999999,Retained
4979-HPRFL,Male,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.15,1402.25,0,49–60 mo,Low,0,1352.3999999999999,Retained
8590-OHDIW,Female,0,1,1,38,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.3,749.35,0,37–48 mo,Low,0,771.4,Retained
8015-IHCGW,Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,115.5,8425.15,0,61–72 mo,Premium,6,8316.0,Retained
2332-TODQS,Female,0,0,0,48,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),25.05,1171.5,0,37–48 mo,Low,0,1202.4,Retained
9278-VZKCD,Female,1,1,0,52,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,109.1,5647.95,0,49–60 mo,Premium,5,5673.2,Retained
8008-OTEZX,Female,0,1,1,35,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,708.8,0,25–36 mo,Low,0,687.75,Retained
2773-OVBPK,Male,0,1,0,67,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.3,7567.2,0,61–72 mo,Premium,5,7457.099999999999,Retained
5999-LCXAO,Female,0,0,0,1,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.9,29.9,0,0–12 mo,Low,1,29.9,Retained
5206-XZZQI,Male,0,0,0,53,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Mailed check,80.6,4348.1,0,49–60 mo,High,2,4271.799999999999,Retained
4803-LBYPN,Male,0,1,1,34,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.8,635.9,0,25–36 mo,Low,0,707.2,Retained
5759-RCVCB,Female,0,0,0,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),35.2,108.95,1,0–12 mo,Medium,1,105.60000000000001,Churned
6372-RFVNS,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.8,78.8,1,0–12 mo,High,1,78.8,Churned
2139-FQHLM,Male,0,0,0,19,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Mailed check,89.95,1682.4,0,13–24 mo,High,3,1709.05,Retained
8261-GWDBQ,Female,1,1,0,60,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,6925.9,0,49–60 mo,Premium,6,6963.0,Retained
1093-YSWCA,Male,0,0,0,11,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.55,223.15,0,0–12 mo,Low,0,215.05,Retained
8938-UMKPI,Female,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.4,5127.95,1,37–48 mo,Premium,4,5000.8,Churned
0991-BRRFB,Male,0,0,0,18,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.4,874.8,1,13–24 mo,Medium,1,889.1999999999999,Churned
3882-IYOIJ,Female,0,1,1,60,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.25,6758.45,0,49–60 mo,Premium,6,6915.0,Retained
8749-TZYEC,Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.8,1874.3,0,61–72 mo,Low,0,1785.6000000000001,Retained
1755-FZQEC,Male,0,0,0,39,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,791.15,0,37–48 mo,Low,0,776.0999999999999,Retained
3115-JPJDD,Female,0,1,0,59,1,0,Fiber optic,1,0,1,0,0,0,One year,1,Credit card (automatic),81.25,4639.45,0,49–60 mo,High,2,4793.75,Retained
5600-KTXFM,Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.95,143.9,0,0–12 mo,High,0,139.9,Retained
3871-IKPYH,Male,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.1,69.1,1,0–12 mo,High,0,69.1,Churned
6319-IEJWJ,Male,0,1,1,20,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.2,1776.55,1,13–24 mo,High,2,1804.0,Churned
9025-AOMKI,Female,0,0,0,6,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.55,536.4,1,0–12 mo,High,2,561.3,Churned
6339-TBELP,Male,0,0,0,71,1,1,Fiber optic,0,0,1,1,0,0,Two year,1,Credit card (automatic),86.4,6172.0,0,61–72 mo,High,2,6134.400000000001,Retained
7964-YESJC,Female,0,1,0,24,1,1,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,66.3,1559.45,0,13–24 mo,High,3,1591.1999999999998,Retained
6173-GOLSU,Male,1,1,0,67,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),94.65,6079.0,0,61–72 mo,High,2,6341.55,Retained
5275-SQEIZ,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,80.85,80.85,1,0–12 mo,High,1,80.85,Churned
7716-YTYHG,Female,0,1,1,48,1,1,Fiber optic,0,0,0,0,0,1,One year,1,Mailed check,82.05,4029.95,1,37–48 mo,High,1,3938.3999999999996,Churned
9938-ZREHM,Female,0,1,0,37,1,1,DSL,0,1,0,1,0,1,One year,0,Mailed check,72.1,2658.4,0,37–48 mo,High,3,2667.7,Retained
7950-XWOVN,Male,0,0,0,11,0,0,DSL,0,1,1,0,0,0,Month-to-month,0,Mailed check,34.7,383.55,0,0–12 mo,Low,2,381.70000000000005,Retained
4390-KYULV,Male,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.55,51.15,1,0–12 mo,Low,0,61.650000000000006,Churned
4647-MUZON,Female,0,1,0,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),95.95,1745.5,0,13–24 mo,Premium,3,1727.1000000000001,Retained
9702-AIUJO,Male,0,1,1,50,1,0,DSL,0,0,0,0,0,0,One year,1,Bank transfer (automatic),44.8,2230.85,0,49–60 mo,Medium,0,2240.0,Retained
8849-PRIQJ,Female,0,1,1,67,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,109.4,7281.6,0,61–72 mo,Premium,5,7329.8,Retained
8851-RAGOV,Female,0,1,0,25,1,0,DSL,1,1,0,1,0,1,Month-to-month,1,Mailed check,71.05,1837.7,0,25–36 mo,High,4,1776.25,Retained
1304-NECVQ,Female,1,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.55,149.55,1,0–12 mo,High,1,157.1,Churned
5396-IZEPB,Male,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.7,180.7,0,0–12 mo,Low,0,177.29999999999998,Retained
1729-VLAZJ,Female,0,0,1,10,0,0,DSL,1,1,0,1,0,0,One year,0,Mailed check,40.25,411.45,0,0–12 mo,Medium,3,402.5,Retained
8285-ABVLB,Female,0,1,0,70,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.85,1328.35,0,61–72 mo,Low,0,1389.5,Retained
0701-TJSEF,Male,0,0,0,9,1,0,DSL,1,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),68.25,576.95,0,0–12 mo,High,4,614.25,Retained
5712-VBOXD,Female,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.15,68.45,0,0–12 mo,Low,0,80.6,Retained
6629-LADHQ,Female,0,0,0,2,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.95,123.05,0,0–12 mo,Medium,1,101.9,Retained
8945-GRKHX,Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,78.65,78.65,1,0–12 mo,High,1,78.65,Churned
1559-DTODC,Male,0,0,0,19,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.15,468.35,0,13–24 mo,Low,0,477.84999999999997,Retained
4797-MIWUM,Male,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.25,174.7,0,0–12 mo,Low,0,141.75,Retained
6959-UWKHF,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,42.9,42.9,1,0–12 mo,Medium,0,42.9,Churned
8720-RQSBJ,Male,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.0,44.0,0,0–12 mo,Medium,0,44.0,Retained
4537-CIBHB,Female,0,1,1,9,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.25,172.35,0,0–12 mo,Low,0,182.25,Retained
3815-SLMEF,Female,0,0,0,3,0,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,34.25,139.35,1,0–12 mo,Low,2,102.75,Churned
5154-VEKBL,Female,0,0,0,9,0,0,DSL,1,0,1,1,1,1,Month-to-month,0,Mailed check,58.5,539.85,1,0–12 mo,Medium,5,526.5,Churned
4324-AHJKS,Female,0,0,0,5,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Credit card (automatic),55.8,300.4,0,0–12 mo,Medium,2,279.0,Retained
4355-CVPVS,Female,0,1,1,56,1,0,Fiber optic,0,0,0,0,1,1,One year,0,Bank transfer (automatic),88.9,4968.0,0,49–60 mo,High,2,4978.400000000001,Retained
4495-LHSSK,Female,0,0,1,18,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,57.65,992.7,0,13–24 mo,Medium,1,1037.7,Retained
5655-JSMZM,Male,1,0,0,49,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.2,4718.25,1,49–60 mo,Premium,2,4713.8,Churned
5915-ANOEI,Male,0,1,0,70,1,1,DSL,1,1,1,1,1,0,Two year,0,Mailed check,79.15,5536.5,0,61–72 mo,High,5,5540.5,Retained
9861-PDSZP,Female,0,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),108.05,7806.6,0,61–72 mo,Premium,5,7779.599999999999,Retained
4505-EXZHB,Female,1,0,0,6,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,74.4,434.1,1,0–12 mo,High,1,446.40000000000003,Churned
7225-CBZPL,Male,1,1,0,17,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.8,1563.9,0,13–24 mo,High,2,1611.6,Retained
6704-UTUKK,Male,0,1,0,29,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,45.9,1332.4,0,25–36 mo,Medium,2,1331.1,Retained
4587-VVTOX,Female,0,1,0,6,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.3,545.2,1,0–12 mo,Premium,4,631.8,Churned
2019-HDCZY,Male,0,1,0,63,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Electronic check,102.6,6296.75,0,61–72 mo,Premium,3,6463.799999999999,Retained
4652-NNHNY,Male,0,1,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),73.85,1284.2,1,13–24 mo,High,0,1181.6,Churned
8788-DOXSU,Male,0,0,0,59,1,0,DSL,0,0,1,0,0,1,One year,1,Bank transfer (automatic),61.35,3645.5,0,49–60 mo,Medium,2,3619.65,Retained
7404-JLKQG,Female,0,0,0,3,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Electronic check,57.55,161.45,0,0–12 mo,Medium,2,172.64999999999998,Retained
7421-ZLUPA,Female,0,0,0,8,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,29.25,226.95,0,0–12 mo,Low,1,234.0,Retained
8972-HJWNV,Female,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.55,646.85,1,0–12 mo,High,1,591.85,Churned
3274-NSDWE,Female,0,0,0,68,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.6,1441.65,0,61–72 mo,Low,0,1332.8000000000002,Retained
2632-IVXVF,Female,0,1,1,68,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Credit card (automatic),111.75,7511.3,0,61–72 mo,Premium,5,7599.0,Retained
3692-JHONH,Female,1,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.5,5621.85,0,49–60 mo,Premium,4,5538.0,Retained
8915-NNTRC,Male,0,1,1,72,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),107.7,7919.8,0,61–72 mo,Premium,5,7754.400000000001,Retained
5914-GXMDA,Female,0,1,0,32,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.3,593.2,0,25–36 mo,Low,0,617.6,Retained
7463-IFMQU,Female,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.05,1423.65,0,61–72 mo,Low,0,1443.6000000000001,Retained
2920-RNCEZ,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),69.95,69.95,0,0–12 mo,High,0,69.95,Retained
2541-YGPKE,Male,0,1,1,42,1,0,DSL,1,0,0,1,0,1,One year,0,Credit card (automatic),63.7,2763.35,0,37–48 mo,Medium,3,2675.4,Retained
8515-OCTJS,Female,0,0,0,25,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.75,692.1,1,25–36 mo,Low,0,618.75,Churned
5382-TEMLV,Male,0,0,0,45,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.9,2298.55,0,37–48 mo,Medium,1,2290.5,Retained
3441-CGZJH,Female,0,1,1,43,0,0,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),60.4,2640.55,0,37–48 mo,Medium,5,2597.2,Retained
9592-ERDKV,Male,0,1,0,37,1,1,DSL,1,0,1,0,1,1,One year,0,Mailed check,79.25,2911.8,0,37–48 mo,High,4,2932.25,Retained
2860-RANUS,Female,1,0,0,20,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.8,1727.5,1,13–24 mo,High,1,1716.0,Churned
5261-QSHQM,Female,0,0,0,4,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.45,86.6,1,0–12 mo,Low,0,97.8,Churned
4778-IZARL,Male,0,1,0,63,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),110.1,6705.7,0,61–72 mo,Premium,6,6936.299999999999,Retained
0432-CAJZV,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,90.7,237.65,0,0–12 mo,High,2,272.1,Retained
7008-LZVOZ,Male,0,1,1,66,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.3,1672.35,0,61–72 mo,Low,0,1669.8,Retained
8868-WOZGU,Male,0,0,0,28,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.7,2979.5,1,25–36 mo,Premium,4,2959.6,Churned
1200-TUZHR,Female,1,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.2,695.75,0,0–12 mo,High,1,681.6,Retained
9365-CSLBQ,Male,0,0,1,71,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.35,1654.6,0,61–72 mo,Low,0,1728.8500000000001,Retained
1334-FJSVR,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.25,24.25,1,0–12 mo,Low,0,24.25,Churned
5884-FBCTL,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.1,1857.85,0,61–72 mo,Low,0,1807.2,Retained
7130-CTCUS,Male,1,1,0,16,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),54.55,825.1,0,13–24 mo,Medium,2,872.8,Retained
6242-FEGFD,Male,0,1,0,66,1,1,Fiber optic,1,1,1,1,0,0,Two year,0,Mailed check,96.6,6424.25,0,61–72 mo,Premium,4,6375.599999999999,Retained
7625-XCQRH,Female,0,0,0,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,837.95,1,0–12 mo,High,0,841.5,Churned
6194-HBGQN,Male,0,0,0,51,1,1,DSL,1,1,1,1,1,0,One year,1,Credit card (automatic),81.15,4126.2,0,49–60 mo,High,5,4138.650000000001,Retained
7634-WSWDB,Female,0,0,1,8,0,0,DSL,1,0,0,0,0,1,Month-to-month,1,Electronic check,38.5,330.8,0,0–12 mo,Medium,2,308.0,Retained
6986-IXNDM,Male,0,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.9,1337.45,0,13–24 mo,High,2,1300.6000000000001,Retained
1731-TVIUK,Female,0,0,0,4,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Electronic check,93.5,362.2,1,0–12 mo,High,3,374.0,Churned
2987-BJXIK,Female,0,0,0,70,1,1,DSL,1,1,1,0,1,1,Two year,0,Mailed check,84.7,5991.05,0,61–72 mo,High,5,5929.0,Retained
9769-TSBZE,Female,0,0,1,70,1,1,DSL,1,1,0,1,0,0,Two year,0,Electronic check,66.0,4891.5,0,61–72 mo,High,3,4620.0,Retained
0406-BPDVR,Female,1,1,0,54,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),101.5,5373.1,1,49–60 mo,Premium,3,5481.0,Churned
0618-XWMSS,Male,0,0,1,28,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,2068.55,1,25–36 mo,High,1,2097.2000000000003,Churned
1395-WSWXR,Male,0,0,0,24,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.75,487.05,0,13–24 mo,Low,0,498.0,Retained
6023-GSSXW,Female,0,1,0,69,1,0,DSL,0,1,0,0,0,1,Two year,1,Credit card (automatic),61.45,4131.2,0,61–72 mo,Medium,2,4240.05,Retained
6752-APNJL,Male,0,1,1,42,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.5,2301.15,0,37–48 mo,Medium,2,2289.0,Retained
5276-KQWHG,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,131.65,1,0–12 mo,High,0,139.2,Churned
0420-HLGXF,Female,1,0,0,39,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.75,4036.0,0,37–48 mo,Premium,3,3890.25,Retained
7446-KQISO,Male,0,1,1,45,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.75,4900.65,0,37–48 mo,Premium,5,4938.75,Retained
9823-EALYC,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),80.85,5727.45,0,61–72 mo,High,5,5821.2,Retained
0582-AVCLN,Female,0,0,0,38,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.3,743.05,0,37–48 mo,Low,0,771.4,Retained
5803-NQJZO,Male,0,1,0,72,1,1,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),67.8,4804.65,0,61–72 mo,High,4,4881.599999999999,Retained
2565-JSLRY,Male,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.05,24.05,1,0–12 mo,Low,0,24.05,Churned
2607-DHDAK,Male,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.8,1414.65,0,61–72 mo,Low,0,1425.6000000000001,Retained
1073-XXCZD,Male,0,1,0,55,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.7,1443.65,0,49–60 mo,Low,0,1413.5,Retained
0743-HRVFF,Female,0,1,1,51,0,0,DSL,0,0,1,1,1,1,One year,1,Electronic check,56.15,2898.95,0,49–60 mo,Medium,4,2863.65,Retained
4006-HKYHO,Male,0,0,0,63,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),86.7,5309.5,0,61–72 mo,High,6,5462.1,Retained
3727-JEZTU,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,20.4,0,0–12 mo,Low,0,20.4,Retained
8143-ETQTI,Female,0,1,1,23,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.65,451.55,0,13–24 mo,Low,0,451.95,Retained
6689-KXGBO,Female,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,50.55,50.55,1,0–12 mo,Medium,1,50.55,Churned
9667-TKTVZ,Female,0,0,0,2,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,54.35,117.05,0,0–12 mo,Medium,1,108.7,Retained
3657-COGMW,Female,1,0,0,52,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Credit card (automatic),108.1,5839.3,0,49–60 mo,Premium,5,5621.2,Retained
8570-KLJYJ,Female,0,0,0,36,1,1,DSL,1,0,0,0,0,0,One year,0,Mailed check,54.45,1893.5,0,25–36 mo,Medium,1,1960.2,Retained
7754-IXRMC,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.35,45.35,0,0–12 mo,Medium,0,45.35,Retained
9473-CBZOP,Female,0,0,0,28,1,1,DSL,1,0,1,0,0,0,One year,0,Mailed check,59.0,1654.45,0,25–36 mo,Medium,2,1652.0,Retained
2969-WGHQO,Female,0,1,1,7,1,0,DSL,1,1,1,0,1,0,One year,0,Electronic check,69.45,477.05,0,0–12 mo,High,4,486.15000000000003,Retained
6615-NGGZJ,Male,0,0,0,14,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.55,1415.55,1,13–24 mo,Premium,3,1407.7,Churned
4334-HOWRP,Male,1,1,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),64.95,4546.0,0,61–72 mo,Medium,6,4676.400000000001,Retained
4255-DDUOU,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.5,20.5,1,0–12 mo,Low,0,20.5,Churned
5863-OOKCL,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,18.85,163.2,0,0–12 mo,Low,0,188.5,Retained
1686-STUHN,Male,0,0,0,42,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.8,849.9,0,37–48 mo,Low,0,831.6,Retained
1329-VHWNP,Female,0,0,0,7,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),25.05,189.95,0,0–12 mo,Low,0,175.35,Retained
2984-MIIZL,Male,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),74.8,321.9,1,0–12 mo,High,1,299.2,Churned
0266-GMEAO,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),114.3,8058.55,0,61–72 mo,Premium,6,8229.6,Retained
